case_id,specialty,model,llm_cost,phys_cost,excess,excess_pos,dvir,grok,shahar
MTS_0677,Consult - History and Phy.,Claude 4.5,18.33,183.04,-164.70999999999998,0.0,4,4,3
MTS_0677,Consult - History and Phy.,Gemini 3,25.81,183.04,-157.23,0.0,4,2,3
MTS_0677,Consult - History and Phy.,Grok 4.1,371.08,183.04,188.04,188.04,3,1,3
MTS_0677,Consult - History and Phy.,OpenEvidence,0.0,183.04,-183.04,0.0,4,2,3
MTS_0680,Consult - History and Phy.,GPT-5.2,351.59,0.0,351.59,351.59,3,1,3
MTS_0680,Consult - History and Phy.,Claude 4.5,264.6,0.0,264.6,264.6,3,3,3
MTS_0680,Consult - History and Phy.,Gemini 3,175.92,0.0,175.92,175.92,2,2,3
MTS_0680,Consult - History and Phy.,Grok 4.1,118.76,0.0,118.76,118.76,3,2,3
MTS_0680,Consult - History and Phy.,OpenEvidence,261.6,0.0,261.6,261.6,3,3,3
MTS_0687,Consult - History and Phy.,GPT-5.2,854.97,47.1,807.87,807.87,3,1,3
MTS_0687,Consult - History and Phy.,Claude 4.5,178.21,47.1,131.11,131.11,4,3,3
MTS_0687,Consult - History and Phy.,Gemini 3,104.3,47.1,57.199999999999996,57.199999999999996,4,3,3
MTS_0687,Consult - History and Phy.,Grok 4.1,359.14,47.1,312.03999999999996,312.03999999999996,3,2,3
MTS_0687,Consult - History and Phy.,OpenEvidence,0.0,47.1,-47.1,0.0,3,4,2
MTS_0692,Consult - History and Phy.,GPT-5.2,556.09,0.0,556.09,556.09,2,1,3
MTS_0692,Consult - History and Phy.,Claude 4.5,132.4,0.0,132.4,132.4,2,2,4
MTS_0692,Consult - History and Phy.,Gemini 3,85.11,0.0,85.11,85.11,3,3,3
MTS_0692,Consult - History and Phy.,Grok 4.1,573.05,0.0,573.05,573.05,2,1,2
MTS_0692,Consult - History and Phy.,OpenEvidence,43.7,0.0,43.7,43.7,3,2,3
MTS_0697,Consult - History and Phy.,GPT-5.2,516.73,0.0,516.73,516.73,1,2,2
MTS_0697,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,3,3,3
MTS_0697,Consult - History and Phy.,Gemini 3,13.25,0.0,13.25,13.25,3,4,4
MTS_0697,Consult - History and Phy.,Grok 4.1,38.28,0.0,38.28,38.28,3,3,3
MTS_0697,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,3,3,3
MTS_0699,Consult - History and Phy.,GPT-5.2,33.73,352.38,-318.65,0.0,4,2,2
MTS_0699,Consult - History and Phy.,Claude 4.5,352.7,352.38,0.3199999999999932,0.3199999999999932,2,2,3
MTS_0699,Consult - History and Phy.,Gemini 3,66.04,352.38,-286.34,0.0,3,3,3
MTS_0699,Consult - History and Phy.,Grok 4.1,414.53,352.38,62.14999999999998,62.14999999999998,2,1,2
MTS_0699,Consult - History and Phy.,OpenEvidence,53.78,352.38,-298.6,0.0,4,3,3
MTS_0706,Consult - History and Phy.,GPT-5.2,465.15,0.0,465.15,465.15,2,3,4
MTS_0706,Consult - History and Phy.,Claude 4.5,232.56,0.0,232.56,232.56,3,1,2
MTS_0706,Consult - History and Phy.,Gemini 3,230.39,0.0,230.39,230.39,3,3,3
MTS_0706,Consult - History and Phy.,Grok 4.1,306.71,0.0,306.71,306.71,2,1,2
MTS_0706,Consult - History and Phy.,OpenEvidence,230.39,0.0,230.39,230.39,3,3,4
MTS_0717,Consult - History and Phy.,GPT-5.2,2365.22,2201.79,163.42999999999984,163.42999999999984,4,2,3
MTS_0717,Consult - History and Phy.,Claude 4.5,2209.56,2201.79,7.769999999999982,7.769999999999982,4,3,3
MTS_0717,Consult - History and Phy.,Gemini 3,2268.74,2201.79,66.94999999999982,66.94999999999982,4,4,3
MTS_0717,Consult - History and Phy.,Grok 4.1,2245.18,2201.79,43.38999999999987,43.38999999999987,4,2,3
MTS_0717,Consult - History and Phy.,OpenEvidence,20.51,2201.79,-2181.2799999999997,0.0,4,2,4
MTS_0718,Consult - History and Phy.,GPT-5.2,0.0,67.81,-67.81,0.0,4,4,3
MTS_0718,Consult - History and Phy.,Claude 4.5,33.07,67.81,-34.74,0.0,4,3,3
MTS_0718,Consult - History and Phy.,Gemini 3,0.0,67.81,-67.81,0.0,4,4,3
MTS_0718,Consult - History and Phy.,Grok 4.1,23.71,38.75,-15.04,0.0,4,3,3
MTS_0718,Consult - History and Phy.,OpenEvidence,33.07,38.75,-5.68,0.0,4,2,3
MTS_0727,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,1,3
MTS_0727,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0727,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,1,3
MTS_0727,Consult - History and Phy.,Grok 4.1,134.61,0.0,134.61,134.61,3,1,2
MTS_0727,Consult - History and Phy.,OpenEvidence,111.89,0.0,111.89,111.89,2,2,2
MTS_0736,Consult - History and Phy.,GPT-5.2,211.48,0.0,211.48,211.48,3,1,3
MTS_0736,Consult - History and Phy.,Claude 4.5,264.2,0.0,264.2,264.2,3,3,3
MTS_0736,Consult - History and Phy.,Gemini 3,224.11,0.0,224.11,224.11,3,2,3
MTS_0736,Consult - History and Phy.,Grok 4.1,47.76,0.0,47.76,47.76,4,3,2
MTS_0736,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,1,3
MTS_0749,Consult - History and Phy.,GPT-5.2,79.16,97.2,-18.040000000000006,0.0,3,2,3
MTS_0749,Consult - History and Phy.,Claude 4.5,38.08,97.2,-59.120000000000005,0.0,4,4,3
MTS_0749,Consult - History and Phy.,Gemini 3,195.73,97.2,98.52999999999999,98.52999999999999,2,2,3
MTS_0749,Consult - History and Phy.,Grok 4.1,0.0,97.2,-97.2,0.0,3,3,3
MTS_0749,Consult - History and Phy.,OpenEvidence,31.4,97.2,-65.80000000000001,0.0,4,4,3
MTS_0823,Consult - History and Phy.,GPT-5.2,246.62,17.06,229.56,229.56,2,2,3
MTS_0823,Consult - History and Phy.,Claude 4.5,531.34,17.06,514.2800000000001,514.2800000000001,2,3,3
MTS_0823,Consult - History and Phy.,Gemini 3,50.77,17.06,33.71000000000001,33.71000000000001,4,4,3
MTS_0823,Consult - History and Phy.,Grok 4.1,63.41,17.06,46.349999999999994,46.349999999999994,4,2,3
MTS_0823,Consult - History and Phy.,OpenEvidence,79.93,17.06,62.870000000000005,62.870000000000005,3,1,3
MTS_0829,Consult - History and Phy.,GPT-5.2,62.42,58.97,3.450000000000003,3.450000000000003,3,3,3
MTS_0829,Consult - History and Phy.,Claude 4.5,119.54,58.97,60.57000000000001,60.57000000000001,3,2,3
MTS_0829,Consult - History and Phy.,Gemini 3,138.95,58.97,79.97999999999999,79.97999999999999,3,2,3
MTS_0829,Consult - History and Phy.,Grok 4.1,24.72,58.97,-34.25,0.0,4,3,3
MTS_0829,Consult - History and Phy.,OpenEvidence,24.72,58.97,-34.25,0.0,4,4,4
MTS_0834,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,1,3
MTS_0834,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,3,3
MTS_0834,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,3,2,3
MTS_0834,Consult - History and Phy.,Grok 4.1,285.24,0.0,285.24,285.24,3,2,3
MTS_0834,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,3,3
MTS_0835,Consult - History and Phy.,GPT-5.2,164.38,150.66,13.719999999999999,13.719999999999999,4,2,3
MTS_0835,Consult - History and Phy.,Claude 4.5,95.91,150.66,-54.75,0.0,3,4,4
MTS_0835,Consult - History and Phy.,Gemini 3,84.28,150.66,-66.38,0.0,4,3,3
MTS_0835,Consult - History and Phy.,Grok 4.1,46.79,150.66,-103.87,0.0,3,2,3
MTS_0835,Consult - History and Phy.,OpenEvidence,46.81,150.66,-103.85,0.0,4,3,3
MTS_0837,Consult - History and Phy.,GPT-5.2,272.79,308.22,-35.43000000000001,0.0,3,2,3
MTS_0837,Consult - History and Phy.,Claude 4.5,274.31,308.22,-33.910000000000025,0.0,3,3,3
MTS_0837,Consult - History and Phy.,Gemini 3,204.5,311.01,-106.50999999999999,0.0,4,3,3
MTS_0837,Consult - History and Phy.,Grok 4.1,430.65,311.01,119.63999999999999,119.63999999999999,2,1,3
MTS_0837,Consult - History and Phy.,OpenEvidence,61.25,311.01,-249.76,0.0,3,2,3
MTS_0840,Consult - History and Phy.,GPT-5.2,65.57,192.24,-126.67000000000002,0.0,2,1,2
MTS_0840,Consult - History and Phy.,Claude 4.5,15.36,192.24,-176.88,0.0,4,2,3
MTS_0840,Consult - History and Phy.,Gemini 3,0.0,192.24,-192.24,0.0,2,1,2
MTS_0840,Consult - History and Phy.,Grok 4.1,35.13,192.24,-157.11,0.0,3,2,3
MTS_0840,Consult - History and Phy.,OpenEvidence,27.36,192.24,-164.88,0.0,2,2,3
MTS_0851,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,2,4
MTS_0851,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,2,4
MTS_0851,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,1,4
MTS_0851,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,3,4
MTS_0851,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,3,4
MTS_0857,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,2,2
MTS_0857,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,3,3
MTS_0857,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,1,3
MTS_0857,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,2,3
MTS_0857,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,2,3
MTS_0859,Consult - History and Phy.,GPT-5.2,74.21,0.0,74.21,74.21,3,4,3
MTS_0859,Consult - History and Phy.,Claude 4.5,58.32,0.0,58.32,58.32,3,4,4
MTS_0859,Consult - History and Phy.,Gemini 3,2.25,0.0,2.25,2.25,4,2,2
MTS_0859,Consult - History and Phy.,Grok 4.1,48.14,0.0,48.14,48.14,3,3,3
MTS_0859,Consult - History and Phy.,OpenEvidence,25.07,0.0,25.07,25.07,3,3,3
MTS_0862,Consult - History and Phy.,GPT-5.2,37.07,0.0,37.07,37.07,4,4,4
MTS_0862,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,4,4
MTS_0862,Consult - History and Phy.,Gemini 3,37.07,0.0,37.07,37.07,4,4,4
MTS_0862,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,3,4
MTS_0862,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,1,3
MTS_0863,Consult - History and Phy.,GPT-5.2,44.19,0.0,44.19,44.19,3,2,3
MTS_0863,Consult - History and Phy.,Claude 4.5,52.02,0.0,52.02,52.02,3,3,3
MTS_0863,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,1,3
MTS_0863,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,3,3
MTS_0863,Consult - History and Phy.,OpenEvidence,79.19,0.0,79.19,79.19,3,1,3
MTS_0867,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,1,3
MTS_0867,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,1,3
MTS_0867,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,3,2,3
MTS_0867,Consult - History and Phy.,Grok 4.1,39.98,0.0,39.98,39.98,3,2,3
MTS_0867,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,1,3
MTS_0881,Consult - History and Phy.,GPT-5.2,593.47,48.78,544.69,544.69,3,1,3
MTS_0881,Consult - History and Phy.,Claude 4.5,254.01,48.78,205.23,205.23,3,3,3
MTS_0881,Consult - History and Phy.,Gemini 3,466.21,48.78,417.42999999999995,417.42999999999995,3,2,3
MTS_0881,Consult - History and Phy.,Grok 4.1,491.17,48.78,442.39,442.39,2,1,2
MTS_0881,Consult - History and Phy.,OpenEvidence,396.43,48.78,347.65,347.65,3,2,3
MTS_0898,Consult - History and Phy.,GPT-5.2,223.08,0.0,223.08,223.08,3,4,4
MTS_0898,Consult - History and Phy.,Claude 4.5,373.42,0.0,373.42,373.42,3,3,3
MTS_0898,Consult - History and Phy.,Gemini 3,533.75,0.0,533.75,533.75,3,3,3
MTS_0898,Consult - History and Phy.,Grok 4.1,372.89,0.0,372.89,372.89,3,2,3
MTS_0898,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,3,2
MTS_0915,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,4,3
MTS_0915,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0915,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0915,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,3,3
MTS_0915,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,2,3
MTS_0917,Consult - History and Phy.,GPT-5.2,296.02,0.0,296.02,296.02,3,1,3
MTS_0917,Consult - History and Phy.,Claude 4.5,58.23,0.0,58.23,58.23,4,3,4
MTS_0917,Consult - History and Phy.,Gemini 3,34.97,0.0,34.97,34.97,4,3,3
MTS_0917,Consult - History and Phy.,Grok 4.1,39.33,0.0,39.33,39.33,4,3,3
MTS_0917,Consult - History and Phy.,OpenEvidence,832.31,0.0,832.31,832.31,2,1,3
MTS_0962,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,4,3
MTS_0962,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0962,Consult - History and Phy.,Gemini 3,20.52,0.0,20.52,20.52,3,1,2
MTS_0962,Consult - History and Phy.,Grok 4.1,34.07,0.0,34.07,34.07,4,2,3
MTS_0962,Consult - History and Phy.,OpenEvidence,28.72,0.0,28.72,28.72,4,3,3
MTS_0974,Consult - History and Phy.,GPT-5.2,228.53,0.0,228.53,228.53,3,1,3
MTS_0974,Consult - History and Phy.,Claude 4.5,114.28,0.0,114.28,114.28,3,3,3
MTS_0974,Consult - History and Phy.,Gemini 3,55.86,0.0,55.86,55.86,3,3,3
MTS_0974,Consult - History and Phy.,Grok 4.1,556.24,0.0,556.24,556.24,2,2,3
MTS_0974,Consult - History and Phy.,OpenEvidence,1302.25,0.0,1302.25,1302.25,2,2,2
MTS_0986,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,4,3
MTS_0986,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,1,3
MTS_0986,Consult - History and Phy.,Gemini 3,32.4,0.0,32.4,32.4,4,3,3
MTS_0986,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,4,3
MTS_0986,Consult - History and Phy.,OpenEvidence,132.94,0.0,132.94,132.94,2,1,1
MTS_0995,Consult - History and Phy.,GPT-5.2,87.42,0.0,87.42,87.42,3,3,3
MTS_0995,Consult - History and Phy.,Claude 4.5,233.97,0.0,233.97,233.97,4,2,3
MTS_0995,Consult - History and Phy.,Gemini 3,22.85,0.0,22.85,22.85,4,3,3
MTS_0995,Consult - History and Phy.,Grok 4.1,566.78,0.0,566.78,566.78,2,1,3
MTS_0995,Consult - History and Phy.,OpenEvidence,262.47,0.0,262.47,262.47,3,3,4
